1.799741,5.164158,1
-0.410929,4.307530,1
2.143518,3.596201,1
-1.804847,4.223412,1
1.358281,3.473061,1
-2.245390,5.466967,1
0.555520,5.875681,1
-0.178150,3.537271,1
2.008588,4.759751,1
1.680470,5.390954,1
-1.433068,3.993335,1
-1.644297,3.913027,1
0.853018,4.125820,1
0.076481,4.933056,1
-1.233048,6.030464,1
-0.045979,3.716251,1
-0.662229,4.137384,1
4.502463,6.158988,1
0.655235,3.090733,1
0.655425,5.366578,1
1.477894,2.766971,1
0.681676,3.444289,1
-0.870312,3.536913,1
-1.699091,4.088184,1
-0.675510,4.408751,1
2.324780,5.146465,1
0.855155,5.449243,1
-2.472714,4.239106,1
-1.711920,3.649052,1
-0.246473,4.602284,1
-2.473694,3.333899,1
2.378115,4.401789,1
-3.182624,5.084637,1
-0.802552,4.076028,1
2.510736,6.550488,1
0.410675,3.974143,1
1.358867,3.109329,1
1.332287,6.386317,1
0.889334,2.882484,1
-0.036678,5.471531,1
-4.083221,4.596459,1
1.771044,6.114056,1
2.076055,3.887177,1
3.039495,4.040884,1
-1.610318,2.899927,1
-1.281076,4.026329,1
-0.650011,5.551384,1
-2.333237,5.113380,1
1.000179,4.463534,1
-1.606769,5.320420,1
-0.040542,5.969912,1
2.505764,3.711680,1
-3.161195,5.553560,1
0.085977,4.558079,1
1.769678,4.344869,1
3.426162,4.936743,1
-0.104454,4.085993,1
2.228195,7.053167,1
-1.736160,4.425967,1
0.742749,5.599816,1
0.123578,5.065154,1
1.290462,5.628067,1
0.046019,3.231848,1
-1.971912,4.788601,1
2.047761,7.034908,1
2.203225,5.835003,1
0.852037,4.559393,1
-0.596803,5.777045,1
-1.037940,4.493000,1
-3.079736,5.102321,1
0.547442,4.563500,1
-0.045068,5.389231,1
0.864839,3.777054,1
-1.210203,4.392349,1
-1.863803,3.575067,1
1.630438,4.275443,1
-0.863666,4.388760,1
-0.940537,2.329148,1
0.353804,3.710658,1
-1.053072,3.334770,1
-1.007035,5.110418,1
0.983725,3.567988,1
2.224713,5.989932,1
0.986422,5.912372,1
-2.394942,4.672127,1
1.410717,4.911691,1
1.207944,4.028391,1
0.921009,5.198095,1
0.325573,3.921542,1
-0.121435,6.416918,1
-0.557951,3.933770,1
2.788525,4.112365,1
-2.556583,2.491565,1
-1.509301,6.179138,1
0.690046,2.467613,1
-2.240575,4.924801,1
4.499592,4.107349,1
0.894282,5.507238,1
0.171546,4.232433,1
1.061232,4.841760,1
-0.359753,4.245559,1
1.332951,4.284143,1
1.613928,3.303694,1
0.828072,5.013592,1
-1.928882,3.679087,1
